Vname,UpName,Vlong,Source,Uptime,UpID,VID,RelatedVs,newDayviews,Sales,Price,Commission,TotalLikes,TotalComments,Changerate,PLink
【一次性压缩毛巾】一次性纯棉加厚洁面巾旅行外出洗脸擦脸毛巾,涡阳春好家居用品,13,抖音小店,2019-08-30 22:36:38,67483054062,6730968785437723917,0,0,0,21.60,0,1243,18,1.45%,https://haohuo.jinritemai.com/views/product/item2?id=3360318076615843498&origin_type=2002001000&origin_id=6730968785437723917_3360335037123063157&alkey=1128_99514375927_6730968785437723917_3360335037123063157_011
微响 泉兮补水修复芦荟胶 保湿晒后修复滋养芦荟胶原液,xt18xt,34,抖音小店,2019-09-04 16:28:28,3944678122340444,6732729330838932744,0,0,0,39.80,0,101973,3777,3.70%,https://haohuo.jinritemai.com/views/product/item2?id=3362418866872550442&origin_type=2002001000&origin_id=6732729330838932744_3362428279629064055&alkey=1128_99514375927_6732729330838932744_3362428279629064055_011
微响 缤肌苦参除螨皂香皂洁面 手工皂男女,中国速度,34,抖音小店,2019-09-09 20:22:39,88283729167,6734645115198999819,0,0,0,49.90,0,1230,27,2.20%,https://haohuo.jinritemai.com/views/product/item2?id=3363438225845831723&origin_type=2002001000&origin_id=6734645115198999819_3363541869505318636&alkey=1128_99514375927_6734645115198999819_3363541869505318636_011
御泥坊氨基酸小奶泡洗面奶深层清洁温和修护控油泡泡洁面乳,鲁77,40,淘宝,2019-08-23 18:20:56,99769537168,6728305295686176003,0,0,0,89.00,0,6017,174,2.89%,https://s.click.taobao.com/t?e=m%3D2%26s%3DEYsSKyHDSz9w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSvsVc%2B1G9dY8sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaCUL0hSCNep3F80%2Fjgg5gP1SarTXhIOT3EzHA%2FWRZESU8bq2wI0iaBxM1a2pE97P%2FufIeaShmLtrFNGlc7Wn1ZW1JAJ%2FVEA%2BkbRRPGVwYGLYR16Frqer%2F9Sc7UuU%2FTfGdONMU3u%2BLCLQLbubdJb6N%2BNWJSUwNRzDvSsyC8NTFuqiZ%2BQMlGz6FQ%3D%3D&union_lens=lensId:0b57bdf0_0d1d_170afffd0f8_72b5&xId=A1GnRCgjbe7STb2Fpco3CHVFZKK2ZylnbZRKmvDSRQT8AResnXnsAmm8ddd7pH2xVUlYTVO95U6g0NYtd8W6Q0&union_lens=lensId:MAPI@1583500742@0b17649b_0e64_170afffd0fe_b0b4@01
马应龙眼霜去消减眼袋男女紧致淡化黑眼圈细纹补水学生八宝抗皱,橘大郎,47,淘宝,2019-06-10 18:01:25,69235505155,6700548300749180168,0,0,0,148.00,0,6727,35,0.52%,https://s.click.taobao.com/t?e=m%3D2%26s%3DihUx37WjC2pw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMYh5luskI7XL1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMMbva8CY85vtSt4W%2ByUQhbIwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RC0erE46O6mO%2FrUsUWFknkZk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ49pVxino%2Fzbzy8o1osRP5OTxgxdTc00KD8%3D&union_lens=lensId:TAPI@1586686456@0b8476a9_0f01_1716de1f37e_1313@01
新面孔正品金眼霜提拉紧致抗皱细纹脂肪粒补水滋润护理国货专柜去,破产仙女好物记,10,淘宝,2019-07-05 09:11:00,63334655349,6709759516440874247,0,0,0,19.00,0,3951,303,7.67%,https://s.click.taobao.com/t?e=m%3D2%26s%3DDgBhoctyfg5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMd1PszWr2sUDRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM%2BKnqgmHY0mT%2F3cTbORc4JQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OGqohIcd7lMKt7F7ZLzwfvm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:0b57b76e_0ca3_16ebfd58299_2f63&xId=ztpV9gFqvmj11VnsWSwTX3ZBKBH8jOxIDTpIqmX90IpUgiDTSg5nYjbkl8r1yAwgypzu7FeP51ZwZgphw8xE22&union_lens=lensId:0b0adf2c_0d3b_16ebfd5829b_7ec1
半亩花田海藻面膜女纯小颗粒天然补水保湿清洁免洗孕妇睡眠海澡泥,意大利的伯妮,57,淘宝,2019-09-15 17:11:05,87216180964,6736822256007335172,0,0,0,34.90,0,341738,4215,1.23%,https://s.click.taobao.com/t?e=m%3D2%26s%3DKiS2o3uJU71w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbEssooiY1zq79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMF7Ho4IyCiSXhVnnwDGdPOYwe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RDOHX6xhrk0%2FFB6GzNvTwKvk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b57bdf0_0c79_16e452bcfed_a8fd&xId=Hp9PzjZCARvgg4hcpe7YaL5q0Rd3QscCCYNDpUDXuK0VgM8PZISeBHYdHJBXaszcF8LJ92pTAzJG3xeRlZQhHG&union_lens=lensId:0b1b514a_0c61_16e452bcff2_a7c4
膜法世家黑面膜21美白补水保湿淡斑清洁收缩毛孔紧致魔法世家女男,好好昊先生,42,淘宝,2019-08-21 16:11:47,6418687404,6727529813805993224,0,0,0,129.90,0,36958,1453,3.93%,https://s.click.taobao.com/t?e=m%3D2%26s%3D7d%2FNrnNTXa5w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMQg1nKK9%2BkDexq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMVAlLNUy0zll%2FKCP8XhbRJowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RDxmDwSmxmuhCNKcuODxaaMk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b57b768_0c9f_16ebf84ff09_9edd&xId=tkwqnJwA7fCIxwYq1U7nXQt6k9P2SuZvUBvNa5j2tjMmZ4cJULeFxCaeOjeiLOC8MgLcD73hziDBElXWfR6Ck5&union_lens=lensId:0b1aeb4a_0c4f_16ebf84ff0d_346b
蝶芙兰银胖子熊果苷烟酰胺面部精华液玻尿酸原液买10送美白面膜,又有好物推荐啊,18,天猫,2019-05-24 13:16:43,86305517088,6694167132143357191,0,0,0,89.00,0,419,17,4.06%,https://detail.tmall.com/item.htm?id=44989746304
御泥坊盈透黑面膜玻尿酸补水保湿清洁微乳面膜套装女正品改善粗糙,太平公主重金求发,46,淘宝,2019-08-30 17:28:05,62241304201,6730889270757707011,0,0,0,109.90,0,17617,1801,10.22%,https://s.click.taobao.com/t?e=m%3D2%26s%3DLACotsiU4CNw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSQWLfBeXhq5t4hWD5k2kjNPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaCUL0hSCNep3F80%2Fjgg5gP1SarTXhIOTrhzfEh3ilxbYR16Frqer%2F9kYvQZuIwx3oGeIQL4Fi9GsmDZ873ETMo9P5tnoU9tfk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b0b275f_0bf1_16e1c3ac325_0d03&xId=rUmGq5lEQGE4LTcH0assaUnzzGDsnCoue13UEoBGiQU8P60GxDvPk0zntcbcjjBSTAA1cG6Q8fehNo0xb3YLz7&union_lens=lensId:0b1b469b_0d54_16e1c3ac328_adeb
佳洁士3d热感美白牙膏口气清新去黄牙垢亮白口腔清洁官方旗舰正品,黄三斤,54,淘宝,2019-08-10 13:55:41,62143628561,6723412828864171271,0,0,0,79.90,0,1053650,7886,0.75%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dh621XUWtQIhw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMW%2FX44%2Bir4QZxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM%2FmWKMMW8Daomt%2BbG1%2FN%2F%2Fowe6%2FtGg2%2FRSyiL934V8t7Ny6VfD8aHxJ6P%2Fjo9mSm0fWsUjZoD5RBkCdvyjuPcKZUOtKeaM%2Fcqm%2FAqrVg3iolmYKmPQjlXgib4FRL6yn47QLQtqj2NQCM7Qq3IsVviSLpPcC%2BjxcBwIYULNg46oBA%3D&union_lens=lensId:TAPI@1587038764@0b015d53_0eaa_17182e1bf7e_90e6@01
【55预售】御泥坊果莓面膜修护受损肌补水保湿提亮肤色面膜学生女,晏大小姐Vivi,42,淘宝,2019-07-21 16:36:05,95879187718,6715801364829719812,0,0,0,89.90,0,96647,834,0.86%,https://s.click.taobao.com/t?e=m%3D2%26s%3DlD8oTr5eY69w4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMSQWLfBeXhq58sviUM61dt1PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMaCUL0hSCNep3F80%2Fjgg5gP1SarTXhIOTrhzfEh3ilxbYR16Frqer%2F9kYvQZuIwx3oGeIQL4Fi9HQGirLoe61fArn1PKB1NMQk8JK01RBLHZtu84DtRxauk9RNdF9PG1054D9O%2FIWQ4%2BVlMEqA3PwTyB4b8xwNKLSxg5p7bh%2BFbQ%3D&union_lens=lensId:0b57bdf2_0c97_16e1c3ac09b_3071&xId=ifNrd40qMMtQSMxfvH4MnLly8cCE8Uei9uqS1UE0QjGVK5GNRN1BwR0zWDlc7U54c6MEXGKQojcTqiuGnWqiYJ&union_lens=lensId:0bb048ad_0cfb_16e1c3ac09e_1945
凡士林修护晶冻润肤乳润肤露身体乳保湿滋润男女固体香膏多用正品,疯疯童学,59,淘宝,2019-08-12 18:22:05,95834928323,6724223655041125646,0,0,0,18.70,0,125992,2954,2.34%,https://s.click.taobao.com/t?e=m%3D2%26s%3DQRHJBNLLi8dw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMbXgMWqiPhNU5x%2BIUlGKNpVPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMXKEQHncUiLqxD6jDyaLIcAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6OuusxUYMUXgvqx7EOKH%2Bfh0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b57b76e_0c46_16ed7272056_65dd&xId=pViopLaBbjPaoJnrLGKGFVeMCf9Xs0UEQG2NAf1y6BmTKdelZdVzjqe8QSJ3RgZ56M6ENkyfXSWKPV13hsJ5lm&union_lens=lensId:0b0f8444_0c7b_16ed7272058_9ed8
燕兰熹玻尿酸微精华原液涂抹式水光针保湿肌肤敏感抚纹面部,金华百货店,59,淘宝,2019-03-19 12:34:12,76867194739,6669679420644625672,0,0,0,45.00,0,96,5,5.21%,https://s.click.taobao.com/t?e=m%3D2%26s%3D4PggmW%2BDcn5w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMfc%2Bfs5%2FIibvRitN3%2FurF3xPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM9up1U8EEktAiwuy3N3R8IQtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6PbSpVTrHtu4RuJqfolnXZH0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b0f79e2_0c71_16ec22b336e_defd&xId=z3MnThbeUGvlQ5FT1scfK8P3iTg22XrVApzlvtgmZ9l6S8FCa3kSy56Xi8kKeOd2Iqjh3UWARiDWfuVXHWiImc&union_lens=lensId:0b093a51_0d20_16ec22b3370_0a69
河狸家HA4D水润次抛玻尿酸原液面部精华液补水保湿软安瓶华熙生物,上门造型师吴一凡,52,天猫,2019-03-07 17:10:44,98373925872,6665259741247294734,0,0,0,132.00,0,234772,682,0.29%,https://detail.tmall.com/item.htm?id=587751776787
小雪梨木旯笙木之源针叶樱桃维C沐浴露400ml持久留香滋润保湿包邮,小雪梨梨梨SherryJ,31,淘宝,2019-03-07 12:30:07,57433394141,6664865319435226382,0,0,0,45.00,0,74496,1492,2.00%,https://s.click.taobao.com/t?e=m%3D2%26s%3DJP879WFKFZJw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMXYfycQK%2FxPVxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMdjep1ZBtLZEWdxWvc6R0IAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6N4wHmphhXsqy%2B4y869YIrC0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b1aff47_0c65_16ec0ae3ab6_d038&xId=gkTMBbD8lrF7D0neyHKo1VgniioZh3AMfX7YHg01qSTQGsv9RRup2rbJkyCuUbyj8ukis7emr1UMauLmwMDONw&union_lens=lensId:0b01eea0_0c3f_16ec0ae3ab8_7fee
素妍美妆小铺同款隔离屏障喷雾保湿修护,素妍,55,淘宝,2019-03-06 19:56:50,97779218803,6664933900847942916,0,0,0,138.00,0,32069,530,1.65%,https://s.click.taobao.com/t?e=m%3D2%26s%3DAzaI4nAfUd9w4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMbkf4MZWoY3s79%2FTFaMDK6RPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMc2XixQ3ZEIy2KA1rimBEoAtkyqhBb5%2B4HoaaUnJGJVNqGmoLahT%2BZzSJD1a7%2B8MkvVY1%2FKCxYyIr9phQe9y6iNhHXoWup6v%2F1JztS5T9N8Z040xTe74sItAtu5t0lvo341YlJTA1HMO9KzILw1MW6qJn5AyUbPoV&union_lens=lensId:0b57bdf2_0c96_16ec1dfa5c1_47e5&xId=i97BmGN83keB1KoI8GAGSgNlVNgDQW3hqKG6lxTRCl9idwNqT6a75lB9s66b4QoWp2A7q0IKeLMiDFcNL9plMy&union_lens=lensId:0b01b2ea_0c8b_16ec1dfa5c3_98a5
曹国栋 无暇粉底霜遮瑕持久保湿油皮不脱妆不卡粉轻薄服帖遮瑕,化妆师~刘安琪?,53,淘宝,2019-07-30 13:33:45,74280738438,6719138027509271811,0,0,0,98.00,0,16088,828,5.15%,https://s.click.taobao.com/t?e=m%3D2%26s%3DSKlthicGp0dw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMSGrm8fdAEjCJ1gyddu7kN9PUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM%2FvudUnULLUGvG73HVVDbiM0Q9fK1X0AuhLjO8JFSuq5qGmoLahT%2BZz%2BFa8QW0pMbTc7jC1Dcr3S4%2FApvI96NZlvommaNLN1MyEriGkhdfL4cTNWtqRPezzPihM1enhJMVFzNXDvVTOYkiM0JmU9fSqK5FrSzWxEyPXsNY%2FsDjpw%3D&union_lens=lensId:0b0fc0d4_0d21_16ec0b61c03_e595&xId=Lsw2o7DVp1fwcXxgMqhWXyaqoTxt6JZmfP0sN7Yt20PhJluLifXsLMerP9SzN4vS7DIwzz8b76NZXk78oIprXO&union_lens=lensId:0b1b469b_0d11_16ec0b61c06_aa68
[薇娅推荐]高姿防晒喷雾美白spf50面部学生防晒霜女防紫外线隔离,GGG,53,淘宝,2019-05-19 18:47:33,58622522882,6692575056129756419,0,0,0,79.00,0,63403,434,0.68%,https://s.click.taobao.com/t?e=m%3D2%26s%3Dru0phXFPbgRw4vFB6t2Z2ueEDrYVVa64yK8Cckff7TVRAdhuF14FMS48RYzT70fAxq3IhSJN6GRPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrMEg1Yw4meDqkpCKEa43YKGAtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6N4wHmphhXsqw2H7%2BXz8FXz0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:TAPI@1587716924@0b5819c0_0ec6_171ab4da599_1bce@01
辣椒的美妆小铺一盒烟酰胺玻尿酸面部精华补水,辣椒呀__,40,淘宝,2019-06-28 16:09:58,76206748508,6707440857018158339,0,0,0,35.00,0,1234,22,1.78%,https://s.click.taobao.com/t?e=m%3D2%26s%3DWzdBLUaICtBw4vFB6t2Z2ueEDrYVVa64XoO8tOebS%2BdRAdhuF14FMerfnlZMloEv1aH1Hk3GeOhPUTXRfTxtdBjNNxDoPM6pXxvPZ6IQDhYMb6OLEDGGbSQYRxDRWsrM0MbaItXj2LqbSo8JlkKJMwtkyqhBb5%2B4x8PUddoNe3CezgG9NfqeywojujuscY6D4JOed0Rxa6My88ymVSQYLYKv8%2B7hjO9H0y29cGg%2F%2FwibuYJg80O8pJfDF8hLtONLkQiIYXgiqB0g%2BBRJp5XnzaGG0TerL18CcSpj5qSCmbA%3D&union_lens=lensId:0b5797e1_0c9c_16ec2a8dbad_31b7&xId=xKw50vucwu9hFqiWwG0Yyh04dVpVm8t1Hh6aXXyKYuDeVqTwJ9KNE5QYJCdLSd05PHSC7dvmQHXyVu7grVp2ot&union_lens=lensId:0b01b2ea_0c8b_16ec2a8dbaf_9a09
